SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.076984166,59,0,0.441032258,3874.0,8,0,1,0,0.0
0,0.06873443,33,0,3166.0,,5,0,3,0,0.0
0,0.004186822,29,0,2873.0,,3,0,1,0,
0,0.41185275,42,0,0.296585035,11800.0,9,0,2,0,2.0
0,0.482001769,56,0,0.483105324,18200.0,20,0,5,0,0.0
0,0.166736105,41,0,0.037211886,3600.0,3,0,0,0,0.0
0,0.438829304,32,0,0.566084788,400.0,3,0,0,0,0.0
0,0.202720819,75,1,0.079856019,7500.0,5,0,1,0,0.0
0,0.188695845,62,0,0.258520111,3256.0,12,0,0,0,0.0
0,0.249356082,56,0,3125.0,,24,0,1,0,2.0
0,0.251074183,36,0,0.306250714,8750.0,12,0,2,0,0.0
0,0.0,47,0,0.551212121,3299.0,4,0,1,0,4.0
0,0.0,59,0,0.324010269,7400.0,6,0,1,0,0.0
0,0.0,49,0,0.377210216,4580.0,5,0,1,0,0.0
0,0.9999999,70,0,0.0,,1,0,0,0,0.0
0,0.071202487,68,0,0.934950847,4780.0,7,0,1,0,0.0
0,0.008705989,75,0,997.0,,5,0,1,0,0.0
0,0.005608032,71,0,12.0,,5,0,0,0,0.0
0,0.801814976,52,2,0.38660809,6600.0,11,0,3,0,0.0
0,0.480709731,68,0,3.70383693,833.0,18,0,2,0,0.0
0,0.00348285,43,0,0.233399829,3508.0,19,0,0,0,0.0
0,0.448850383,35,1,2331.0,,7,0,2,0,0.0
0,0.081491257,31,0,0.119580925,5535.0,7,0,0,0,0.0
0,0.005782116,38,0,0.598470076,6666.0,12,0,2,0,0.0
0,0.016873175,68,0,753.0,,4,0,1,0,0.0
0,0.0,36,0,0.167093953,6630.0,11,0,0,0,0.0
0,0.382472381,50,0,0.413948256,8000.0,8,0,2,0,1.0
0,0.6001999,70,2,0.424484774,3250.0,9,0,2,0,0.0
0,0.021191566,63,0,0.575489407,11186.0,20,0,6,0,0.0
0,0.027172101,56,0,0.005642454,14000.0,8,0,0,0,0.0
0,0.114772279,57,0,0.286390906,9500.0,14,0,2,0,3.0
0,0.750279955,35,2,0.059323446,6000.0,5,0,0,1,2.0
0,0.037237111,80,0,0.01049825,6000.0,8,0,0,0,0.0
0,0.814582054,33,0,1.049916007,4166.0,8,0,1,0,0.0
0,0.054654142,40,0,0.441258638,6800.0,7,0,1,0,2.0
0,0.070820648,30,0,0.492624143,4812.0,7,0,2,0,2.0
0,0.359826823,59,0,1539.0,,6,0,1,0,
0,0.017832073,60,0,0.00489716,4083.0,5,0,0,0,0.0
1,0.675436647,47,5,0.677991137,8800.0,14,6,4,2,1.0
1,0.300506213,39,0,0.371559633,6539.0,13,0,2,0,6.0
0,0.611902381,44,0,0.522134351,11000.0,8,0,1,0,1.0
0,0.250213668,31,0,0.326128073,3700.0,9,0,1,0,1.0
0,0.373002934,34,0,0.167840045,3550.0,6,0,0,0,1.0
0,0.867309251,34,0,0.231327049,9652.0,9,0,0,0,0.0
0,0.073222588,64,0,0.227990694,16333.0,16,0,2,0,0.0
0,0.371964912,48,0,0.588068655,6000.0,11,0,1,0,2.0
0,0.855757576,45,0,466.0,,6,0,0,0,3.0
0,0.737901417,51,0,0.264552945,37500.0,12,0,1,0,3.0
0,0.675929176,40,2,0.755692085,8300.0,17,0,1,0,3.0
0,0.614625149,45,1,0.6565514,4250.0,13,0,1,0,0.0
0,0.01393721,27,0,0.329588015,800.0,9,0,0,0,0.0
0,0.296347813,61,0,1.205205583,2650.0,18,0,2,0,0.0
0,0.051477664,74,0,637.0,,11,0,1,0,0.0
0,0.230073119,58,2,0.901610413,4532.0,18,0,1,0,0.0
0,0.0,41,0,0.108273182,1800.0,1,0,0,0,0.0
0,0.762931327,51,2,0.287106703,11695.0,7,0,2,0,1.0
0,0.004658096,86,0,2.0,,3,0,0,0,0.0
0,0.121235151,77,0,90.0,,2,0,0,0,0.0
0,0.07475701,81,0,0.015195948,3750.0,3,0,0,0,2.0
0,0.088036479,88,0,0.010136692,6510.0,2,0,0,0,0.0
0,0.86130612,62,1,0.583402766,6000.0,11,0,2,0,0.0
0,0.0,43,0,0.361207053,5500.0,9,0,1,0,0.0
0,0.446755324,31,0,354.0,1.0,4,0,0,0,3.0
0,0.032111549,54,1,0.281085946,6666.0,10,0,2,0,1.0
0,0.053713834,66,2,0.954632834,2600.0,16,0,2,0,0.0
0,0.681730101,55,0,0.691441132,7278.0,11,0,1,0,1.0
0,0.432416843,43,3,0.205183585,4166.0,9,0,0,0,0.0
0,0.0,44,0,0.159507486,7146.0,4,0,2,0,1.0
0,0.018648089,67,0,0.509690817,4333.0,7,0,2,0,1.0
0,0.0,57,0,0.057581574,4167.0,2,0,0,0,0.0
0,0.590419049,50,0,0.611760986,3162.0,8,0,2,0,0.0
0,0.176818598,40,0,0.477132525,4700.0,7,0,3,0,3.0
0,0.441729744,49,3,0.444809192,7310.0,21,0,1,1,2.0
0,0.309372477,33,0,0.412526998,4166.0,16,0,0,0,1.0
0,0.696521391,53,2,0.534116471,4000.0,11,0,1,1,2.0
0,0.000509251,71,0,0.000620379,19342.0,4,0,0,0,1.0
0,0.101781202,35,0,0.604299463,8000.0,11,0,1,0,2.0
0,0.04615277,69,0,0.01528342,5168.0,9,0,0,0,0.0
0,0.769007248,70,0,0.556475125,10632.0,16,0,3,0,0.0
1,0.043929906,78,0,32.0,,5,0,0,0,0.0
0,0.052552806,65,1,0.036233347,9907.0,8,0,1,0,0.0
0,0.0,45,0,0.735816454,10416.0,11,0,4,0,1.0
0,0.020726331,61,0,684.5,1.0,3,0,2,0,0.0
0,0.901549225,28,0,0.135715954,4280.0,5,0,0,0,0.0
0,0.006129579,52,0,0.019739958,65450.0,12,0,1,0,0.0
0,0.114624611,79,0,0.265717675,5900.0,6,0,1,0,2.0
0,0.671571402,63,1,0.500146757,3406.0,11,0,2,0,0.0
0,0.031006466,57,0,0.112275021,10500.0,33,0,2,0,0.0
0,0.936531734,36,1,0.163830716,4583.0,4,3,0,0,0.0
0,0.071004213,54,0,0.516484313,13800.0,20,0,3,0,0.0
0,0.141727093,34,1,0.004041693,4700.0,5,1,0,0,1.0
0,0.043080555,63,0,37.0,,3,0,0,0,
0,0.192154395,28,0,0.106566689,4400.0,4,0,0,0,0.0
0,0.405243279,38,1,0.159493671,3159.0,5,0,0,0,3.0
0,0.841315868,64,0,0.684607473,2916.0,2,0,1,0,0.0
0,0.886093166,47,0,0.368292412,9000.0,17,0,3,0,1.0
0,0.278232589,56,0,0.514311677,2200.0,10,0,2,0,0.0
0,0.978043521,39,1,0.455354306,3146.0,5,0,0,1,1.0
0,0.9999999,72,0,0.109957709,2600.0,3,1,0,0,0.0
0,0.751469829,38,0,0.709842257,4500.0,5,0,1,0,2.0
0,0.878053049,41,0,0.528833552,3051.0,4,0,1,0,2.0
1,0.173478656,27,0,595.0,,2,1,0,0,1.0
0,0.056457445,63,0,4880.0,,12,0,2,0,0.0
0,0.293110173,68,0,961.0,,8,0,1,0,0.0
0,0.471919531,65,0,0.557207327,11300.0,12,0,2,0,1.0
0,0.000812018,76,0,3.0,,9,0,0,0,
0,0.01606585,45,0,0.185923165,6975.0,8,0,2,0,0.0
1,0.9999999,25,98,35.0,,0,98,0,98,0.0
0,0.021131677,57,0,0.089236512,11250.0,7,0,1,0,1.0
0,0.559467548,48,0,0.899144254,3271.0,19,0,1,0,0.0
0,1.383886256,26,2,0.247826087,1839.0,3,1,0,1,0.0
0,0.062490236,43,0,12.0,,1,0,0,0,
0,0.002509375,75,0,0.003623188,2483.0,9,0,0,0,0.0
0,0.9999999,58,0,0.849537616,4000.0,6,1,1,0,1.0
0,0.049670409,90,0,0.036775632,2691.0,9,0,0,0,0.0
0,0.038077842,30,0,0.273645399,6237.0,8,0,1,0,1.0
0,0.006879143,52,0,0.223841994,4252.0,10,0,1,0,0.0
1,0.904023994,41,1,0.043582294,5850.0,5,0,0,0,0.0
0,0.060331099,53,0,0.31148429,3691.0,14,0,1,0,2.0
0,0.17320141,45,0,0.073483775,26100.0,10,0,1,0,2.0
0,0.002831378,89,0,4.0,,7,0,0,0,0.0
0,0.002372245,63,0,1548.0,,13,0,1,0,0.0
0,0.033793118,59,0,48.0,,3,0,0,0,0.0
0,0.846163759,47,0,0.571108043,5793.0,12,0,1,0,0.0
0,0.033719362,36,0,0.074113287,5666.0,4,0,0,0,0.0
0,0.348362933,39,0,1.871128871,1000.0,7,0,1,0,1.0
0,0.9999999,24,0,0.127253814,2883.0,2,0,0,0,0.0
0,0.684663067,50,0,0.391875888,8443.0,5,0,2,0,3.0
0,0.0,42,0,0.353563867,2833.0,9,0,1,0,0.0
0,0.012793567,65,0,507.0,,9,0,0,0,
0,0.9999999,52,0,0.0,,1,0,0,0,0.0
0,0.684280538,67,0,0.095358383,9500.0,7,0,0,0,0.0
0,0.179422875,41,0,0.34166011,5083.0,4,0,1,0,2.0
0,0.858287214,69,0,6276.0,,14,0,3,0,0.0
0,0.00909442,71,0,1680.0,,7,0,2,0,0.0
0,0.410472283,58,0,0.291259852,8500.0,12,0,2,0,0.0
1,0.0,32,1,0.332223147,1200.0,4,2,0,0,0.0
0,0.023599799,74,0,0.029830847,12000.0,8,0,0,0,1.0
0,0.945409094,46,0,0.120526905,18750.0,4,0,1,0,0.0
0,0.9999999,64,0,0.1423624,8084.0,0,0,0,0,2.0
0,0.023513788,26,0,9.0,,5,0,0,0,0.0
0,0.086081673,38,0,0.264112647,7882.0,10,0,1,0,1.0
0,0.01051579,74,0,0.001124859,8000.0,1,0,0,0,0.0
0,0.9999999,46,0,0.569664903,1700.0,4,0,1,0,3.0
0,0.313343328,36,0,0.008995502,2000.0,1,0,0,0,0.0
0,0.977513678,36,0,0.698366252,4100.0,13,0,2,0,0.0
0,0.046557411,66,0,3249.0,,15,0,1,0,0.0
0,0.03473015,62,0,0.304428447,9167.0,28,0,2,0,0.0
0,0.480885763,58,2,0.275031199,10416.0,11,1,1,0,2.0
0,0.049398765,67,0,153.0,,9,0,0,0,0.0
0,0.116159131,49,0,0.250318124,5500.0,9,0,2,0,0.0
0,0.097301626,77,0,0.111918883,5226.0,20,0,0,0,0.0
0,0.104017568,49,0,0.110598369,6500.0,4,0,0,0,2.0
0,0.903874413,41,1,1.286870173,2718.0,9,0,1,0,2.0
0,0.016299185,85,0,9.0,,3,0,0,0,0.0
0,0.007199778,35,0,0.219296304,4518.0,8,0,1,0,2.0
0,0.065841692,78,0,1006.0,,3,0,1,0,
1,0.662359637,41,0,1290.0,,5,0,0,0,0.0
0,0.9999999,58,0,0.0,,0,0,0,0,0.0
0,0.082406443,28,0,430.0,,13,0,0,0,0.0
0,0.022597285,46,0,1778.0,0.0,8,0,2,0,0.0
0,0.140864402,72,0,0.479631053,1300.0,9,0,1,0,0.0
1,0.93344426,49,0,0.147322455,4350.0,3,1,0,0,0.0
0,0.008951372,46,2,0.32555692,5700.0,9,0,1,0,2.0
0,0.293235338,64,0,0.267531387,14416.0,8,0,2,0,0.0
0,0.028158874,48,0,0.304705472,14344.0,6,0,4,0,0.0
0,0.001067946,75,0,0.044376726,10500.0,8,0,0,0,0.0
0,0.700310832,27,1,0.241517694,2740.0,9,0,0,0,0.0
0,0.000856628,68,0,0.052395998,3797.0,4,0,0,0,0.0
0,0.593604264,30,0,0.291525424,2359.0,6,0,0,0,0.0
0,0.002837886,74,0,0.001929486,5700.0,12,0,0,0,0.0
0,0.000614024,53,0,0.351303106,2800.0,8,0,1,0,0.0
0,0.085966355,61,0,0.097099622,7136.0,15,0,0,0,0.0
0,0.039408176,53,0,15.0,,3,0,0,0,0.0
0,0.974768769,62,0,0.874857273,4378.0,10,0,2,0,0.0
0,0.9999999,55,0,0.0,6000.0,0,0,0,0,1.0
0,0.012076183,55,0,0.230589803,3000.0,8,0,1,0,0.0
0,0.127672666,30,0,0.467512579,4570.0,5,0,1,0,1.0
0,0.9999999,67,0,1360.0,,5,0,1,0,0.0
0,0.287835608,74,0,0.31215971,550.0,4,0,0,0,0.0
0,0.050410095,55,0,0.242471162,12916.0,8,0,2,0,0.0
0,0.004580777,43,0,0.326490887,5650.0,8,0,1,0,3.0
0,0.222986737,62,0,1339.0,,18,0,0,0,0.0
0,0.047428262,53,0,0.342051567,5390.0,12,0,2,0,1.0
0,0.914702843,42,0,0.983005665,3000.0,10,0,1,0,0.0
0,0.0,78,0,396.0,,3,0,0,0,
0,0.277150878,56,0,3134.0,,11,0,1,0,0.0
0,0.070117906,36,0,0.451172092,9000.0,17,0,2,0,3.0
1,0.196786816,42,0,0.132949364,4166.0,8,0,0,0,4.0
0,0.917569414,36,0,2124.0,,6,0,0,0,0.0
0,0.116870192,46,0,0.335264437,5350.0,6,0,1,0,3.0
0,0.04289571,60,0,0.278360685,11150.0,6,0,1,0,1.0
1,0.946843854,29,0,361.0,,2,9,0,0,0.0
0,1.006248438,56,0,0.033779896,12166.0,5,0,0,0,1.0
0,0.0,45,0,0.651387889,12500.0,17,0,6,0,3.0
0,0.050381549,32,0,0.085714286,3394.0,7,0,0,0,1.0
0,0.008277624,86,0,0.004720407,2753.0,7,0,0,0,0.0
1,1.014330945,51,2,0.377355803,21064.0,9,1,4,0,1.0
0,0.519817792,48,0,0.283743076,10290.0,8,0,1,0,2.0
0,0.04834223,56,0,0.398814712,5736.0,10,1,1,0,0.0
0,0.047128303,57,0,0.248217116,10095.0,5,0,1,0,1.0
0,0.69071206,53,0,3753.0,,5,0,2,0,2.0
0,0.0,64,0,0.416446091,11333.0,14,0,2,0,1.0
0,0.186099891,39,1,0.22880117,9575.0,14,2,1,0,0.0
0,0.003802494,72,0,0.055804209,10500.0,16,0,1,0,0.0
0,0.0,89,0,0.0,,1,0,0,0,
0,0.324591885,41,0,389.0,,1,0,0,0,0.0
0,0.283578208,67,0,0.138417058,8300.0,10,0,1,0,0.0
0,0.788442312,29,0,0.071731149,7081.0,3,0,0,0,0.0
0,0.003339933,43,0,0.273590801,8000.0,6,0,1,0,2.0
0,0.025827957,56,0,1207.0,,6,0,1,0,
1,0.075094358,48,1,0.096650558,6000.0,20,2,0,0,3.0
0,0.260436978,52,0,0.461076968,6833.0,4,0,1,0,2.0
0,0.006815807,32,0,0.004997501,2000.0,12,0,0,0,0.0
0,3046.0,57,1,0.31292177,4000.0,4,0,0,0,0.0
0,0.046847963,59,0,1968.0,,7,0,1,0,
0,0.082076055,60,0,0.7798991,10108.0,22,0,4,0,1.0
0,0.053710875,55,0,1569.0,,6,0,1,0,0.0
0,0.203339312,32,0,0.196017274,4167.0,13,0,0,0,0.0
0,0.136793641,92,1,0.235086836,3972.0,11,0,1,0,1.0
0,0.248998289,60,0,4652.0,,15,0,3,0,1.0
0,2012.0,47,2,0.324319484,5583.0,7,0,1,0,0.0
0,0.382841216,52,0,0.660442028,8460.0,23,0,2,0,1.0
0,0.087157638,50,0,0.143109764,15833.0,10,0,1,0,2.0
0,0.164805611,34,0,0.319082748,11250.0,9,0,2,0,2.0
0,0.171583905,56,0,1292.0,,14,0,1,0,0.0
0,0.971503601,40,1,0.414267016,4583.0,13,0,0,0,2.0
0,1.736526946,43,0,364.0,,2,2,0,0,0.0
0,0.248662175,57,0,2.940724479,910.0,14,0,3,0,0.0
0,0.136989906,57,0,0.257227101,15600.0,7,0,1,0,0.0
0,0.021417803,48,0,0.107281496,8500.0,15,0,0,0,1.0
0,0.058345889,62,0,0.016690302,9166.0,6,0,0,0,0.0
0,1.133269871,59,1,0.290833648,2650.0,4,0,0,1,0.0
0,0.102856458,58,0,1.166666667,7733.0,24,0,9,0,1.0
0,0.041069017,50,0,4965.0,,14,0,3,0,4.0
0,0.02626956,70,0,0.36393383,5500.0,5,0,2,0,1.0
0,0.014604538,76,0,0.126291236,6001.0,11,0,1,0,0.0
0,0.019228022,40,0,0.468118582,12075.0,6,0,2,0,2.0
0,0.012923455,43,0,0.367477366,5632.0,14,0,2,0,2.0
0,0.002197706,81,0,0.078437404,3250.0,6,0,0,0,1.0
0,0.9000999,81,0,0.100483253,6000.0,2,1,0,0,1.0
0,0.128871129,26,0,0.001982816,1512.0,1,0,0,0,0.0
0,0.026615933,39,0,0.088536813,8583.0,9,0,0,0,2.0
0,0.87233322,31,0,0.187169959,5112.0,10,0,0,0,0.0
0,0.020886167,64,0,0.151551672,6637.0,10,0,1,0,3.0
0,0.089766299,74,0,3152.0,,7,0,3,0,0.0
0,0.002818054,58,0,0.207185211,8600.0,6,0,1,0,2.0
0,0.063062463,54,0,4659.0,,5,0,2,0,0.0
0,0.9999999,23,0,0.095113764,2680.0,3,0,0,0,0.0
0,0.675354976,35,0,0.238017267,6717.0,3,0,1,0,0.0
0,0.9999999,49,0,806.0,,2,0,0,0,0.0
0,0.305738852,60,0,0.05359732,20000.0,6,0,0,0,2.0
0,0.043579946,62,0,0.192840849,5698.0,9,0,1,0,0.0
0,0.081616386,60,0,206.7272727,10.0,10,0,1,0,0.0
0,0.002268958,60,0,0.039090226,57200.0,15,0,2,0,1.0
0,0.0,40,0,0.391052196,3620.0,6,0,1,0,2.0
0,0.622219501,52,0,0.443001022,6850.0,7,0,2,0,0.0
0,0.733013118,43,0,0.493938258,8000.0,17,0,2,0,2.0
0,0.065051942,43,0,0.005832361,6000.0,2,0,0,0,0.0
0,0.925802473,68,1,0.468804231,12100.0,7,0,2,0,1.0
0,0.139906565,47,0,0.354705662,8000.0,10,0,3,0,3.0
0,0.044998393,43,0,0.209379062,10000.0,5,0,1,0,1.0
0,0.014049649,27,0,0.352214765,3724.0,4,0,1,0,1.0
0,0.29882995,72,0,0.770486229,2940.0,8,0,1,0,0.0
0,0.022152474,66,0,2101.0,0.0,12,0,1,0,0.0
0,0.126085344,50,0,0.331296035,6380.0,13,0,0,0,0.0
0,0.040814383,58,0,0.19019049,6666.0,11,0,2,0,3.0
0,0.176276318,52,0,0.233308327,9330.0,8,0,2,0,0.0
0,0.251533543,69,1,0.377009839,4166.0,10,0,1,0,3.0
0,0.148113259,67,0,0.583844832,4072.0,16,0,2,0,0.0
0,0.088445619,59,0,0.730112453,2400.0,38,0,0,0,1.0
0,0.044736319,56,0,0.300515345,13000.0,17,0,1,0,1.0
0,0.127843608,69,0,1210.0,,4,0,1,0,
0,0.158479345,64,0,1772.0,,4,0,2,0,0.0
0,1.003498251,43,1,0.190340148,11200.0,5,0,1,0,2.0
0,0.0,59,0,2344.0,,21,0,1,0,0.0
0,0.0,94,2,0.0,,7,0,0,0,0.0
0,0.026897685,46,1,0.395383249,6757.0,18,0,2,0,0.0
0,0.034802734,65,0,0.099454604,6233.0,14,0,0,0,0.0
0,0.073357106,46,0,0.123412787,4488.0,8,0,1,0,2.0
0,0.987841124,42,0,0.396049437,9061.0,7,0,2,0,1.0
0,0.125015459,62,0,0.300958988,4900.0,7,0,1,0,0.0
0,0.708790798,50,0,0.530865754,15858.0,19,0,1,0,2.0
0,0.764791961,41,0,0.373518902,5316.0,4,0,1,0,3.0
0,0.391160884,65,0,0.513240649,12083.0,11,0,3,0,0.0
0,0.374870817,40,0,0.622638382,6033.0,9,0,1,0,2.0
0,0.677479363,49,0,0.239002095,5250.0,7,0,1,0,0.0
0,0.078934255,38,0,2317.0,,6,0,2,0,0.0
0,0.500042731,49,0,0.189554318,7179.0,5,0,2,0,1.0
0,0.860793245,62,0,0.223996471,11334.0,5,0,2,0,0.0
0,0.106782247,47,0,0.468740741,3374.0,5,0,1,0,0.0
0,0.05392069,55,0,0.07140702,9942.0,14,0,1,0,1.0
0,0.9999999,54,0,0.008660893,1500.0,3,1,0,1,1.0
1,0.0,49,3,0.289413307,3050.0,5,0,0,0,1.0
0,0.0,30,0,0.107692308,3379.0,4,0,0,0,0.0
0,0.450604939,52,0,0.346505144,10400.0,11,0,2,0,1.0
0,0.213975259,41,0,3.493506494,1000.0,10,0,1,0,3.0
0,0.108049185,49,0,1786.0,,9,0,1,0,
0,0.297357988,55,3,0.227577242,10000.0,8,0,1,0,0.0
0,0.004883494,69,0,364.0,,5,0,2,0,0.0
0,0.041199411,56,0,0.240239993,12166.0,7,0,2,0,1.0
0,0.0698062,73,0,975.0,,5,0,1,0,
0,0.05972692,40,0,0.432856484,6500.0,18,0,3,0,2.0
0,0.012266258,74,0,10.0,,2,0,0,0,
0,0.9376971,41,0,0.113147809,6000.0,2,0,0,0,0.0
0,0.034871199,36,0,0.313133402,4834.0,11,0,1,0,1.0
0,0.347428021,60,0,0.199920032,2500.0,4,0,0,0,0.0
0,0.0,44,0,0.0,15800.0,4,0,0,0,1.0
0,0.0,76,0,0.0,2000.0,6,0,0,0,0.0
0,0.023015685,59,0,0.401679916,6666.0,8,0,1,0,1.0
0,0.405554768,55,0,0.650337416,4000.0,12,0,1,0,0.0
0,0.027466463,59,0,0.58105213,4200.0,27,0,2,0,1.0
0,0.094633242,59,0,1193.0,,5,0,0,0,0.0
0,0.9999999,48,0,0.102331606,3087.0,1,0,0,0,0.0
0,0.0,37,0,0.372395469,7150.0,3,0,2,0,2.0
0,0.243426286,51,0,0.584371052,11081.0,7,0,2,0,2.0
0,0.677076694,42,0,1125.0,,2,0,1,0,0.0
1,0.9999999,42,2,0.557238639,4026.0,5,1,1,2,2.0
0,0.012180268,77,0,1267.0,,6,0,1,0,0.0
0,0.000547236,32,0,0.0,3050.0,3,0,0,0,0.0
0,0.003870385,70,0,0.136336902,8500.0,14,0,2,0,0.0
0,0.9999999,33,0,0.268671432,4056.0,6,0,0,0,3.0
0,0.946519579,50,0,0.768334771,2317.0,7,0,0,0,1.0
0,0.213326993,71,1,0.265955674,6000.0,13,1,1,0,1.0
0,0.066292797,68,0,1815.0,,17,0,1,0,0.0
0,0.102082178,51,0,0.172410483,10416.0,11,0,1,0,0.0
0,0.000498065,76,0,0.0,,2,0,0,0,
0,0.976935877,55,0,1493.0,,12,0,0,0,0.0
0,0.012789137,65,0,2.700199867,1500.0,9,0,3,0,0.0
1,0.849620051,65,1,0.811621368,3200.0,8,0,2,1,0.0
0,0.001866542,88,0,0.0,,2,0,0,0,0.0
0,0.543456543,28,0,0.00551534,2900.0,1,0,0,0,0.0
0,0.02646099,78,0,0.219156169,5000.0,18,0,2,0,0.0
0,0.031245389,60,0,696.0,,8,0,2,0,1.0
0,0.214896376,59,0,3158.0,,12,0,1,0,0.0
0,0.181775635,57,0,0.168138644,6000.0,15,0,0,1,1.0
0,0.006882218,48,0,0.390514905,3689.0,10,0,1,0,2.0
0,0.9999999,64,0,0.097403206,10666.0,1,0,1,0,1.0
0,0.123218186,47,0,0.750680787,9914.0,11,0,2,0,5.0
0,0.316910786,47,2,0.222444389,4000.0,5,0,1,0,0.0
0,0.760398259,38,0,0.617798354,7775.0,14,0,9,0,4.0
1,0.99191193,48,0,0.599584067,6250.0,5,0,1,1,0.0
0,0.9999999,33,0,0.47050983,3000.0,5,0,1,0,3.0
0,0.018289352,71,0,0.103251318,4551.0,5,0,0,0,0.0
0,0.0,58,0,0.317068293,10000.0,12,0,2,0,4.0
0,0.0,65,2,0.626999674,6125.0,13,0,2,0,0.0
0,0.547486313,37,0,0.373222016,3233.0,6,0,0,0,2.0
0,0.585510514,42,0,0.61122861,5200.0,8,0,1,0,3.0
0,0.028339531,75,0,1667.0,,11,0,1,0,0.0
0,0.186331364,39,0,0.903287829,5200.0,20,0,3,0,1.0
0,0.552649796,37,0,0.091346747,8100.0,4,0,0,0,1.0
0,0.500577666,45,0,0.129364713,6500.0,4,0,0,0,2.0
0,0.080024864,35,0,0.235294118,7700.0,9,0,2,0,4.0
0,0.552498581,57,0,0.839333532,3360.0,8,0,2,0,0.0
1,0.9999999,34,8,0.054389122,5000.0,8,2,0,0,1.0
0,0.363636364,24,0,0.011123471,898.0,1,0,0,0,0.0
0,0.24770574,65,0,0.75109075,4583.0,17,0,1,0,0.0
0,0.9999999,63,0,3036.0,,6,0,1,0,0.0
0,0.178220626,45,1,0.631179411,5400.0,19,0,1,0,1.0
0,0.125823247,52,0,0.180296811,9500.0,4,0,1,0,2.0
0,0.019981455,47,0,0.299503834,6650.0,15,0,1,0,2.0
0,1.006578601,50,2,1.308075773,3008.0,9,0,2,0,2.0
0,0.632961457,56,0,0.335832084,2000.0,4,0,0,0,0.0
0,0.00305916,70,0,1481.0,,8,0,1,0,1.0
0,0.037505825,65,0,2113.0,,15,0,2,0,0.0
0,0.045773358,28,0,0.201705381,3400.0,7,0,0,0,2.0
0,0.03569643,36,0,0.455572944,5750.0,4,0,1,0,0.0
0,0.9999999,26,0,119.0,,0,0,0,0,0.0
0,0.072713395,60,0,0.589223719,7200.0,20,0,1,0,1.0
0,0.730954484,47,0,0.671793886,5200.0,11,0,0,0,2.0
0,0.825230901,40,0,0.338748385,5416.0,7,1,0,0,0.0
0,0.645053933,61,1,0.631651125,14583.0,21,0,2,0,1.0
0,1.42192691,26,1,349.0,,2,0,0,0,0.0
0,0.170052981,53,0,0.048600884,2036.0,4,0,0,0,0.0
0,0.044060559,36,0,0.089043327,18417.0,8,0,1,0,1.0
0,0.9999999,41,0,4322.0,,7,0,2,0,1.0
0,0.386967015,56,0,0.774647887,2200.0,8,0,1,0,1.0
1,0.904968271,48,1,0.497275595,3486.0,10,0,1,1,2.0
0,0.740330387,64,1,3088.0,,4,0,1,0,0.0
0,0.031021002,91,0,0.010949774,4200.0,10,0,0,0,0.0
1,0.9999999,45,2,0.319142074,6200.0,7,0,1,0,2.0
0,0.542861138,33,2,0.287029729,3800.0,8,2,0,0,1.0
0,0.560164425,47,1,0.270314488,5500.0,16,0,0,0,0.0
0,0.002046664,63,0,0.000604961,4958.0,7,0,0,0,1.0
0,0.863763348,71,0,0.283347615,3500.0,2,0,0,0,0.0
0,0.23855229,79,0,0.012064805,2900.0,1,0,0,0,0.0
0,0.039517308,44,0,510.0,,15,0,1,0,2.0
0,0.119949324,76,0,0.461008665,4500.0,6,0,1,0,1.0
0,0.044842704,72,0,0.088252259,5200.0,6,0,0,0,1.0
0,0.110417282,51,0,2078.0,,6,0,1,0,0.0
0,0.006139371,58,0,0.14401057,20435.0,15,0,2,0,2.0
0,0.287561874,55,1,0.222428275,9166.0,5,0,1,0,1.0
0,0.134308477,75,1,0.269367158,7331.0,12,1,1,0,1.0
0,0.401664906,71,0,0.20927062,4400.0,6,0,0,0,1.0
0,0.9999999,62,0,0.014381435,6118.0,5,3,0,0,0.0
0,0.013317765,58,1,0.231096074,12708.0,12,0,3,0,2.0
0,0.074489531,64,0,212.0,,6,0,0,0,
0,0.2592046,62,1,0.30554374,7052.0,16,0,1,0,1.0
0,0.524435231,65,1,0.568552253,5214.0,12,1,1,0,0.0
1,0.49663565,62,0,0.422711968,9800.0,9,0,1,0,5.0
0,0.258384033,54,0,0.93907479,7500.0,19,0,4,0,4.0
0,0.007097474,65,0,0.189767046,9400.0,13,0,2,0,0.0
0,0.020966389,29,0,639.5,1.0,3,0,1,0,2.0
0,0.0,57,0,0.0,5000.0,3,0,0,0,0.0
0,0.090210425,57,0,0.317242114,9383.0,11,0,3,0,1.0
0,0.114452734,60,0,0.177490002,5250.0,4,0,1,0,1.0
0,0.002594454,94,0,0.000428449,2333.0,5,0,0,0,0.0
0,0.833364083,38,0,0.428793601,4500.0,12,0,1,0,1.0
0,0.043265224,51,0,0.348266459,7700.0,9,0,1,0,0.0
0,0.188183307,39,0,0.19446457,6900.0,9,0,0,0,1.0
0,0.034269035,62,0,0.186349128,8145.0,9,0,1,0,0.0
0,0.08633371,77,0,0.027996606,8250.0,10,0,0,0,0.0
